aircraft_type,country,type_of_travellers,route,seat_types,seat_comfort,cabin_staff_service,ground_service,food_beverages,wifi_connectivity,inflight_entertainment,value_for_money,recommended
A320,United Kingdom,Couple Leisure,Budapest to London Heathrow,Economy Class,1.0,1.0,3.0,0.0,0.0,0.0,2.0,no
Boeing 777,United States,Family Leisure,London Heathrow to New York JFK,Economy Class,1.0,5.0,1.0,2.0,0.0,2.0,3.0,no
Boeing 787-9,United Kingdom,Family Leisure,London Heathrow to Cairo ,Premium Economy,4.0,5.0,5.0,5.0,0.0,5.0,5.0,yes
Boeing 777,United Kingdom,Couple Leisure,St Lucia to Gatwick,Business Class,2.0,2.0,3.0,2.0,0.0,3.0,1.0,no
Boeing 777-200,United Kingdom,Couple Leisure,Fort Lauderdale to Gatwick,Business Class,2.0,3.0,3.0,3.0,0.0,2.0,3.0,no
Boeing 747,United Arab Emirates,Family Leisure,Dubai to London Heathrow,Business Class,4.0,5.0,4.0,4.0,0.0,3.0,4.0,yes
A320,United Kingdom,Business,Heathrow to Keflavik,Economy Class,3.0,4.0,5.0,4.0,0.0,0.0,4.0,yes
Boeing 767,Switzerland,Solo Leisure,Zürich to London,Economy Class,4.0,5.0,4.0,0.0,0.0,0.0,4.0,yes
Boeing 787-9,United Kingdom,Solo Leisure,London to Muscat,First Class,5.0,4.0,4.0,4.0,0.0,3.0,4.0,yes
A320,United Kingdom,Family Leisure,Gatwick to Madeira,Business Class,2.0,4.0,2.0,3.0,0.0,0.0,1.0,no
Boeing 777-200,United Kingdom,Couple Leisure,London Gatwick to Fort Lauderdale ,Business Class,3.0,4.0,4.0,4.0,0.0,3.0,4.0,yes
Boeing 777-200,United Kingdom,Business,Bangkok to London,Business Class,1.0,2.0,4.0,1.0,0.0,0.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,Bangkok to London,Economy Class,1.0,2.0,1.0,1.0,1.0,2.0,2.0,no
Boeing 777,United Kingdom,Solo Leisure,Moscow to Heathrow,Economy Class,2.0,1.0,1.0,1.0,1.0,3.0,3.0,no
Boeing 787-9,United Kingdom,Business,London Heathrow to Delhi Airport,First Class,4.0,1.0,2.0,1.0,1.0,1.0,1.0,no
Boeing 747-400,Germany,Business,Miami to London,Economy Class,2.0,3.0,3.0,3.0,1.0,1.0,2.0,no
A320,United States,Business,Warsaw to London,Business Class,1.0,4.0,4.0,5.0,0.0,0.0,4.0,yes
A380,Singapore,Business,Singapore to Heathrow,Premium Economy,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 777,United States,Business,Chicago to Chennai via London,Business Class,1.0,1.0,1.0,1.0,0.0,0.0,1.0,no
Boeing 787,United Kingdom,Solo Leisure,London Heathrow to Toronto,Economy Class,3.0,4.0,4.0,3.0,0.0,2.0,4.0,yes
A380,United Kingdom,Business,London to Hong Kong,Business Class,3.0,1.0,3.0,1.0,1.0,3.0,1.0,no
A380,United Kingdom,Solo Leisure,Miami to London Heathrow,Premium Economy,5.0,5.0,5.0,3.0,0.0,5.0,5.0,yes
Boeing 747,United Kingdom,Couple Leisure,London to Phoenix,First Class,1.0,5.0,1.0,1.0,1.0,1.0,1.0,no
A319,Mexico,Couple Leisure,Edimbourgh to London Gatwick,Economy Class,1.0,3.0,3.0,0.0,0.0,0.0,5.0,no
Boeing 747-400,United Kingdom,Business,Chicago to London Heathrow,Business Class,1.0,1.0,3.0,1.0,1.0,1.0,1.0,no
Boeing 757,Greece,Solo Leisure,Athens to London,Economy Class,3.0,4.0,4.0,0.0,0.0,2.0,5.0,yes
Boeing 747,United Kingdom,Couple Leisure,London Heathrow to Miami,Premium Economy,2.0,3.0,3.0,2.0,0.0,2.0,2.0,no
Boeing 777,United Kingdom,Solo Leisure,London to Bombay,Economy Class,4.0,5.0,3.0,4.0,0.0,4.0,5.0,yes
A319/320,United Kingdom,Couple Leisure,Manchester to Gothenburg via London Heathrow,Business Class,2.0,3.0,3.0,2.0,1.0,1.0,2.0,no
Boeing 777,United Kingdom,Couple Leisure,London Gatwick to Cape Town,Economy Class,4.0,3.0,4.0,4.0,0.0,3.0,3.0,no
A321,United Kingdom,Solo Leisure,Aberdeen to London Heathrow,Business Class,5.0,5.0,4.0,5.0,0.0,0.0,5.0,yes
A320,Germany,Solo Leisure,Dusseldorf to London,Business Class,3.0,5.0,4.0,5.0,0.0,0.0,4.0,yes
Boeing 777,United Kingdom,Solo Leisure,Orlando to Gatwick,Economy Class,3.0,5.0,4.0,1.0,0.0,3.0,3.0,no
A380,United Kingdom,Solo Leisure,London to Johannesburg,Economy Class,5.0,5.0,5.0,3.0,0.0,5.0,4.0,yes
A319,Germany,Business,London to Duesseldorf,Economy Class,1.0,1.0,1.0,0.0,0.0,0.0,1.0,no
Boeing 777,United Kingdom,Solo Leisure,London to Bengaluru,Premium Economy,2.0,1.0,2.0,1.0,0.0,1.0,1.0,no
Boeing 777-300ER,United States,Couple Leisure,Houston to Dublin via London Heathrow,Economy Class,3.0,4.0,4.0,4.0,0.0,5.0,5.0,yes
A320,United Kingdom,Solo Leisure,London Heathrow to Paris Orly,Economy Class,3.0,4.0,2.0,0.0,0.0,0.0,2.0,no
A320,United Kingdom,Solo Leisure,London Heathrow to Belfast,Business Class,5.0,4.0,4.0,4.0,0.0,0.0,4.0,yes
A380,United States,Business,Singapore to Madrid via London Heathrow,Business Class,1.0,2.0,1.0,2.0,0.0,2.0,1.0,no
Boeing 777,United Kingdom,Solo Leisure,Gatwick to Tobago,Business Class,3.0,3.0,2.0,3.0,0.0,2.0,3.0,no
A319,United Kingdom,Business,London Gatwick to Turin,Business Class,1.0,1.0,3.0,2.0,0.0,0.0,1.0,no
A320,United States,Solo Leisure,London to Dusseldorf,Economy Class,2.0,4.0,1.0,1.0,1.0,1.0,1.0,no
Boeing 777-200,Portugal,Couple Leisure,London to Bangkok,Business Class,5.0,5.0,5.0,5.0,2.0,2.0,5.0,yes
A320,Italy,Solo Leisure,London Gatwick to Rome Fiumicino,Business Class,5.0,5.0,5.0,5.0,0.0,5.0,5.0,yes
Boeing 787-9,United States,Solo Leisure,"San Jose, CA to London Heathrow",Business Class,4.0,5.0,3.0,5.0,0.0,4.0,4.0,yes
Boeing 777,Germany,Business,Dubai to London,Business Class,1.0,1.0,1.0,1.0,0.0,0.0,1.0,no
E170 / A319,United Kingdom,Business,London to Düsseldorf,Economy Class,3.0,5.0,4.0,1.0,0.0,0.0,2.0,no
Boeing 777,United Kingdom,Solo Leisure,Bangkok to Aberdeen via Heathrow,Economy Class,3.0,4.0,4.0,4.0,0.0,2.0,4.0,yes
E190,Netherlands,Couple Leisure,Rotterdam to London City,Economy Class,5.0,5.0,4.0,3.0,0.0,0.0,5.0,yes
Boeing 747-400,United States,Solo Leisure,Chicago to London Heathrow,First Class,5.0,5.0,4.0,5.0,0.0,5.0,5.0,yes
Boeing 777-200,Canada,Couple Leisure,Toronto to London,First Class,4.0,4.0,3.0,4.0,0.0,3.0,4.0,no
Boeing 747,United Kingdom,Solo Leisure,Las Vegas to Manchester via London,Economy Class,1.0,2.0,1.0,1.0,0.0,2.0,1.0,no
Boeing 777,United States,Business,London to Dubai,Business Class,2.0,1.0,3.0,1.0,0.0,0.0,1.0,no
A380,United Kingdom,Solo Leisure,London to Johannesburg,Economy Class,5.0,5.0,4.0,4.0,0.0,4.0,4.0,yes
Boeing 777-300ER,China,Family Leisure,Hong Kong to London,First Class,4.0,5.0,4.0,5.0,0.0,0.0,4.0,yes
A321,United Kingdom,Couple Leisure,Dublin to Heathrow,Business Class,1.0,1.0,1.0,1.0,0.0,0.0,1.0,no
Boeing 747-400,United Kingdom,Couple Leisure,London to New York,Economy Class,1.0,1.0,3.0,1.0,1.0,2.0,2.0,no
Boeing 747-400,United Kingdom,Family Leisure,New York to London,Economy Class,4.0,4.0,3.0,4.0,0.0,3.0,3.0,yes
A380,Australia,Solo Leisure,London to Hong Kong,Premium Economy,4.0,4.0,5.0,4.0,0.0,4.0,3.0,yes
Boeing 777,United Kingdom,Family Leisure,London to Houston,First Class,3.0,3.0,1.0,1.0,0.0,3.0,1.0,no
Boeing 747-400,United Kingdom,Solo Leisure,Dubai to London Heathrow,Economy Class,2.0,1.0,4.0,2.0,0.0,1.0,2.0,no
Boeing 747-400,Hungary,Solo Leisure,New York to Budapest via London,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
A320,Germany,Couple Leisure,Hamburg to London Heathrow,Economy Class,3.0,2.0,5.0,0.0,0.0,0.0,2.0,no
A320,United Kingdom,Family Leisure,London to Pisa,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
A320,United Kingdom,Family Leisure,London to Toulouse,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Boeing 787-900,United Kingdom,Solo Leisure,London to Santiago ,Business Class,5.0,5.0,4.0,4.0,0.0,4.0,5.0,yes
A320,United States,Couple Leisure,London to Rome,Economy Class,5.0,3.0,5.0,0.0,0.0,0.0,5.0,yes
Boeing 777,United States,Solo Leisure,London to Seattle,Premium Economy,4.0,4.0,4.0,4.0,0.0,3.0,4.0,yes
Boeing 777,United States,Solo Leisure,Seattle to London,Premium Economy,4.0,4.0,4.0,3.0,0.0,3.0,4.0,yes
A320,Taiwan,Family Leisure,London to Barcelona,Economy Class,1.0,1.0,1.0,0.0,0.0,0.0,1.0,no
Boeing 747-400,Canada,Business,Vancouver to Edinburgh via London,Economy Class,2.0,2.0,1.0,3.0,0.0,2.0,2.0,no
A319,United Kingdom,Solo Leisure,London to Berlin Tegel,First Class,2.0,2.0,4.0,1.0,0.0,1.0,2.0,no
Boeing 777-200,United Kingdom,Family Leisure,London Heathrow to Dubai,First Class,3.0,4.0,3.0,2.0,0.0,2.0,1.0,no
Boeing 777-200,United Kingdom,Family Leisure,Dubai to London Heathrow,First Class,3.0,2.0,2.0,2.0,0.0,2.0,2.0,no
Boeing 777-200,United Kingdom,Business,Saint Lucia to London Gatwick,Business Class,2.0,3.0,4.0,2.0,3.0,4.0,2.0,no
A320,United Kingdom,Business,London Heathrow to Belfast,Business Class,4.0,5.0,4.0,4.0,0.0,0.0,4.0,yes
Boeing 747-400,United Kingdom,Couple Leisure,London Heathrow to New York JFK,Business Class,4.0,5.0,4.0,5.0,4.0,5.0,4.0,yes
A320-200,United Kingdom,Couple Leisure,Manchester to London,Business Class,1.0,3.0,1.0,3.0,0.0,0.0,3.0,no
Boeing 767,Greece,Family Leisure,London to Athens,Economy Class,3.0,3.0,1.0,0.0,0.0,0.0,2.0,no
A320/319,Germany,Business,Berlin Tegel to London Heathrow,Economy Class,4.0,1.0,2.0,0.0,0.0,0.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,London Heathrow to Doha,Business Class,2.0,3.0,2.0,2.0,1.0,1.0,3.0,no
Boeing 777-300,Singapore,Couple Leisure,Singapore to Sydney,Economy Class,3.0,1.0,3.0,1.0,1.0,2.0,2.0,no
Boeing 777-200,United Kingdom,Family Leisure,London Gatwick to Orlando,Economy Class,5.0,5.0,5.0,4.0,0.0,4.0,5.0,yes
A320,United Kingdom,Business,London Heathrow to Basel,Economy Class,2.0,1.0,1.0,1.0,0.0,0.0,1.0,no
Boeing 747,United Kingdom,Couple Leisure,Miami to London Heathrow,Economy Class,1.0,5.0,3.0,1.0,0.0,1.0,3.0,no
Boeing 747-400,United States,Business,Prague to Washington via London,Business Class,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 747-400,United Kingdom,Couple Leisure,Cape Town to London,First Class,4.0,5.0,4.0,5.0,0.0,3.0,4.0,yes
Boeing 777-200 ER,Thailand,Business,Bangkok to London Heathrow,Premium Economy,2.0,4.0,5.0,3.0,0.0,1.0,3.0,no
Boeing 777-200,United Kingdom,Solo Leisure,Tel Aviv to London,First Class,5.0,4.0,2.0,5.0,1.0,4.0,5.0,yes
Boeing 777-200,United Kingdom,Solo Leisure,London to Tel Aviv,Business Class,5.0,4.0,4.0,4.0,1.0,1.0,5.0,yes
Boeing 787,Malaysia,Family Leisure,Kuala Lumpur to Madrid via London,Economy Class,4.0,3.0,3.0,2.0,0.0,4.0,4.0,yes
A319,United Kingdom,Solo Leisure,Madrid to London Heathrow,Economy Class,3.0,1.0,2.0,1.0,0.0,0.0,3.0,no
A380,United Kingdom,Couple Leisure,London Heathrow to Johannesburg,Business Class,4.0,4.0,4.0,4.0,0.0,3.0,4.0,yes
Boeing 787,South Korea,Solo Leisure,London Heathrow to Seoul Incheon,Business Class,3.0,4.0,2.0,2.0,0.0,3.0,3.0,no
Boeing 787,South Korea,Solo Leisure,Seoul Incheon to London Heathrow,Business Class,3.0,3.0,4.0,3.0,0.0,3.0,3.0,no
Boeing 747,United Kingdom,Business,Cape Town to London,Economy Class,1.0,1.0,3.0,1.0,0.0,1.0,3.0,no
Boeing 747,United Kingdom,Family Leisure,London to Philadelphia,Business Class,4.0,5.0,4.0,2.0,0.0,4.0,4.0,yes
Boeing 767,United Kingdom,Business,London to Edinburgh,Business Class,1.0,3.0,3.0,3.0,0.0,0.0,1.0,no
A321,United States,Business,Düsseldorf to London ,Economy Class,3.0,4.0,2.0,2.0,0.0,3.0,1.0,no
Boeing 787-9,United Kingdom,Couple Leisure,London to Santiago,Business Class,3.0,4.0,4.0,3.0,0.0,3.0,3.0,yes
Boeing 747-400,United Kingdom,Business,London to New York JFK,Business Class,2.0,3.0,3.0,2.0,1.0,3.0,1.0,no
Boeing 777-200,United Kingdom,Couple Leisure,London to Mumbai,Business Class,3.0,4.0,5.0,2.0,1.0,1.0,1.0,no
A320,United Kingdom,Couple Leisure,Heathrow to Barcelona,Economy Class,2.0,2.0,3.0,0.0,0.0,0.0,2.0,no
Boeing 777,Sweden,Solo Leisure,Tokyo Haneda to Heathrow,Economy Class,1.0,2.0,2.0,1.0,1.0,1.0,3.0,no
Boeing 787-8,Switzerland,Business,London to Toronto,Business Class,2.0,2.0,1.0,1.0,3.0,1.0,2.0,no
Boeing 747-400,United Kingdom,Business,New York JFK to London,First Class,3.0,4.0,3.0,3.0,1.0,4.0,2.0,no
A380,United States,Solo Leisure,Los Angeles to London Heathrow,Economy Class,4.0,4.0,4.0,4.0,0.0,4.0,4.0,yes
A320,United Kingdom,Solo Leisure,Gatwick to Cagliari,Economy Class,4.0,4.0,4.0,2.0,0.0,0.0,3.0,yes
A320,United Kingdom,Couple Leisure,Gatwick to Marrakech,Economy Class,3.0,1.0,4.0,1.0,0.0,0.0,4.0,no
A321,United Kingdom,Couple Leisure,Aberdeen to London,Economy Class,3.0,2.0,3.0,1.0,0.0,0.0,1.0,no
A380,Singapore,Solo Leisure,Singapore to Nassau via Heathrow,Economy Class,3.0,2.0,3.0,2.0,0.0,2.0,5.0,no
A321,United Kingdom,Business,London Heathrow to Madrid,Economy Class,1.0,2.0,2.0,0.0,0.0,0.0,1.0,no
A320,United Kingdom,Business,London to Zurich,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no
A319,United Kingdom,Couple Leisure,Bari to Gatwick,Economy Class,3.0,3.0,4.0,1.0,1.0,1.0,4.0,yes
A320,United Kingdom,Couple Leisure,London Heathrow to Gibraltar,Economy Class,3.0,2.0,3.0,2.0,0.0,0.0,3.0,yes
A319,United Kingdom,Couple Leisure,Pisa to London,Business Class,1.0,5.0,3.0,3.0,0.0,0.0,1.0,no
Boeing 747-400,United Kingdom,Business,Las Vegas to London Heathrow,First Class,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
E-190,Australia,Family Leisure,London City to Edinburgh,Economy Class,5.0,4.0,4.0,4.0,0.0,0.0,4.0,yes
A320,United Kingdom,Solo Leisure,Faro to Gatwick,Business Class,4.0,5.0,2.0,4.0,0.0,0.0,3.0,yes
A380,United Kingdom,Solo Leisure,Los Angeles to London Heathrow,Economy Class,4.0,1.0,5.0,2.0,1.0,1.0,2.0,no
Boeing 777,United Kingdom,Solo Leisure,London Heathrow to Bangkok,Economy Class,2.0,2.0,2.0,1.0,0.0,1.0,2.0,no
A319,United Kingdom,Couple Leisure,Gatwick to Bari,Economy Class,3.0,3.0,2.0,1.0,0.0,0.0,4.0,yes
A319,United Kingdom,Family Leisure,Malaga to Gatwick,Business Class,5.0,5.0,3.0,5.0,0.0,0.0,5.0,yes
A319,United Kingdom,Family Leisure,Gatwick to Malaga,Business Class,5.0,5.0,4.0,5.0,0.0,0.0,5.0,yes
Boeing 747-400,United Kingdom,Couple Leisure,Gatwick to Orlando,Business Class,3.0,2.0,3.0,4.0,0.0,2.0,3.0,no
A319,United Kingdom,Solo Leisure,Gatwick to Faro,Business Class,3.0,4.0,4.0,4.0,0.0,0.0,5.0,yes
Boeing 767,United Kingdom,Couple Leisure,Larnaca to London Heathrow,Economy Class,3.0,3.0,4.0,0.0,0.0,1.0,3.0,yes
A320,United Kingdom,Couple Leisure,Funchal to Gatwick,Business Class,4.0,1.0,1.0,1.0,0.0,0.0,3.0,no
A320,New Zealand,Solo Leisure,Leeds Bradford to Geneva via London Heathrow,Economy Class,4.0,4.0,4.0,2.0,0.0,0.0,2.0,yes
A380,Qatar,Business,Los Angeles to Doha via London,Business Class,2.0,3.0,4.0,1.0,0.0,4.0,3.0,no
A321,United Kingdom,Couple Leisure,London Heathrow to Istanbul,Economy Class,2.0,1.0,2.0,1.0,0.0,0.0,1.0,no
Boeing 777-200 / 787-9 / A319/ 320,Canada,Business,Toronto to Oslo via London,Premium Economy,1.0,3.0,4.0,1.0,0.0,3.0,4.0,yes
A321,United Kingdom,Solo Leisure,London to Sofia,Economy Class,3.0,5.0,3.0,2.0,0.0,0.0,3.0,yes
Boeing 777,Romania,Business,Port of Spain to Gatwick via St. Lucia,Economy Class,5.0,5.0,4.0,5.0,0.0,5.0,4.0,yes
Boeing 747-400,United Kingdom,Business,London Heathrow to Chicago ,First Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
A319,United Kingdom,Couple Leisure,Jersey to Gatwick,Economy Class,3.0,4.0,4.0,1.0,0.0,0.0,4.0,yes
A320,United Kingdom,Couple Leisure,Gatwick to Tirana,Economy Class,3.0,3.0,4.0,0.0,0.0,0.0,3.0,no
A320,United Kingdom,Solo Leisure,Brussels to London ,Economy Class,5.0,5.0,5.0,0.0,0.0,0.0,5.0,yes
A321,United Kingdom,Solo Leisure,London Heathrow to Sofia,Economy Class,4.0,4.0,3.0,1.0,0.0,0.0,3.0,yes
A320,United Kingdom,Solo Leisure,Heathrow to Bilbao,Economy Class,3.0,2.0,4.0,0.0,0.0,0.0,3.0,no
A320,United Kingdom,Couple Leisure,Kalamata to London Heathrow,Business Class,2.0,2.0,3.0,2.0,0.0,0.0,2.0,no
Boeing 777,United Kingdom,Business,"London Heathrow to Abuja, Nigeria",Economy Class,1.0,2.0,3.0,2.0,2.0,2.0,2.0,no
Boeing 777,United Kingdom,Business,London to Tokyo Haneda,Economy Class,2.0,4.0,3.0,1.0,0.0,2.0,1.0,no
A380,Hong Kong,Solo Leisure,London to Hong Kong,Premium Economy,3.0,5.0,2.0,3.0,0.0,3.0,3.0,no
A320,United Kingdom,Couple Leisure,London Heathrow to Kalamata,Business Class,2.0,4.0,3.0,3.0,0.0,0.0,3.0,no
Boeing 777,United States,Business,Dubai to London,Business Class,3.0,1.0,3.0,1.0,0.0,1.0,1.0,no
A319,Australia,Couple Leisure,London Heathrow to Biarritz,Economy Class,4.0,5.0,4.0,4.0,0.0,0.0,4.0,yes
A320,United Kingdom,Couple Leisure,London Gatwick to Funchal,Economy Class,1.0,1.0,2.0,1.0,0.0,0.0,1.0,no
A320,United Kingdom,Family Leisure,Zakinthos to London Heathrow,Business Class,4.0,5.0,2.0,4.0,0.0,2.0,5.0,yes
A319,United Kingdom,Business,Belfast City to London Heathrow,Economy Class,3.0,4.0,5.0,4.0,0.0,0.0,2.0,yes
Boeing 777-200,Canada,Business,Toronto to London Heathrow,Business Class,4.0,5.0,4.0,3.0,0.0,0.0,4.0,yes
A320,United Kingdom,Family Leisure,London Heathrow to Zakinthos,Business Class,4.0,5.0,5.0,4.0,0.0,2.0,5.0,yes
A380,United Kingdom,Family Leisure,London to Vancouver,Economy Class,3.0,5.0,4.0,3.0,0.0,4.0,3.0,yes
Boeing 777-200ER,United Kingdom,Business,London to Sao Paulo,Economy Class,2.0,4.0,5.0,2.0,0.0,4.0,4.0,yes
Boeing 777,United Kingdom,Solo Leisure,Bangkok to London,Business Class,4.0,1.0,4.0,1.0,0.0,2.0,1.0,no
Boeing 747-400,United Kingdom,Couple Leisure,London to Cape Town,Business Class,2.0,2.0,1.0,2.0,0.0,1.0,2.0,no
A319,United Kingdom,Business,London to Milan,Economy Class,3.0,1.0,3.0,1.0,0.0,0.0,2.0,yes
A321,United Kingdom,Business,London Heathrow to Bucharest,Economy Class,2.0,4.0,3.0,2.0,1.0,1.0,2.0,no
A321,United Kingdom,Couple Leisure,London to Bologna,Economy Class,4.0,4.0,4.0,2.0,0.0,1.0,4.0,no
A320,United Kingdom,Business,London Heathrow to Keflavik,Business Class,3.0,5.0,4.0,4.0,1.0,1.0,4.0,yes
A320,United Kingdom,Family Leisure,Larnaca to London Heathrow,Economy Class,3.0,1.0,4.0,2.0,0.0,0.0,2.0,no
Boeing 777-300,United Kingdom,Couple Leisure,Tokyo Haneda to London,Economy Class,3.0,3.0,2.0,1.0,2.0,3.0,2.0,no
Boeing 767,United Kingdom,Couple Leisure,Rome to London,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
A320-233,United Kingdom,Family Leisure,Amsterdam to Gatwick,Economy Class,3.0,4.0,4.0,0.0,0.0,0.0,4.0,yes
Boeing 747-400,United States,Business,New York to Cape Town via London,First Class,2.0,4.0,3.0,2.0,1.0,2.0,2.0,no
Boeing 747,United States,Business,London to Philadelphia,Business Class,3.0,1.0,2.0,1.0,0.0,1.0,1.0,no
A320,United Kingdom,Solo Leisure,Salzburg to Gatwick,Economy Class,2.0,1.0,5.0,1.0,1.0,1.0,2.0,no
A320,United Kingdom,Couple Leisure,Athens to Newcastle via London,Business Class,2.0,5.0,5.0,1.0,0.0,0.0,2.0,no
A319,United Kingdom,Family Leisure,London to Paris Orly,Business Class,3.0,3.0,3.0,2.0,0.0,0.0,3.0,no
Embraer 170,United Kingdom,Business,London City to Dusseldorf,Business Class,4.0,2.0,1.0,1.0,0.0,0.0,2.0,no
A380,Denmark,Family Leisure,Vancouver to London Heathrow,Business Class,1.0,4.0,2.0,1.0,0.0,2.0,1.0,no
Boeing 747-400 / A380,South Africa,Solo Leisure,Johannesburg to London,Premium Economy,5.0,5.0,4.0,5.0,3.0,5.0,4.0,yes
Boeing 747-400,United States,Solo Leisure,Oslo to Philadelphia via London,Business Class,2.0,2.0,3.0,1.0,0.0,3.0,2.0,no
A320,Canada,Family Leisure,Athens to London,Business Class,1.0,2.0,3.0,1.0,1.0,1.0,1.0,no
Boeing 767,United Kingdom,Business,Nice to London Heathrow,Economy Class,1.0,1.0,1.0,1.0,0.0,0.0,1.0,no
A320,United States,Business,Paris CDG to London,Business Class,3.0,1.0,1.0,0.0,0.0,0.0,1.0,no
A320,United Kingdom,Solo Leisure,Gatwick to Paphos,Economy Class,1.0,1.0,2.0,1.0,1.0,1.0,2.0,no
A380,Canada,Solo Leisure,Vancouver to London Heathrow,Economy Class,3.0,1.0,4.0,1.0,0.0,2.0,2.0,no
A380,United Kingdom,Solo Leisure,Vancouver to London,Premium Economy,2.0,1.0,3.0,1.0,0.0,1.0,3.0,no
Boeing 767,United Kingdom,Couple Leisure,Athens to London ,Economy Class,1.0,2.0,2.0,0.0,0.0,0.0,1.0,no
A319,United Kingdom,Couple Leisure,Venice to Gatwick,Economy Class,3.0,4.0,3.0,0.0,0.0,0.0,3.0,no
Boeing 747,United Kingdom,Business,London Heathrow to Accra,Business Class,1.0,2.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 777,United Kingdom,Family Leisure,Gatwick to Orlando ,Economy Class,4.0,3.0,1.0,2.0,0.0,3.0,3.0,no
Boeing 777,United Kingdom,Solo Leisure,San Diego to London,Business Class,1.0,2.0,2.0,2.0,1.0,2.0,1.0,no
A319,United Kingdom,Couple Leisure,Pisa to London Gatwick,Business Class,3.0,4.0,3.0,3.0,0.0,0.0,5.0,yes
A320,China,Solo Leisure,LHR to KRK,Economy Class,3.0,3.0,4.0,2.0,0.0,0.0,5.0,yes
Boeing 777-300,United Kingdom,Family Leisure,Newcastle to Boston via London,Economy Class,5.0,5.0,4.0,5.0,0.0,5.0,4.0,yes
A321,United Kingdom,Family Leisure,London Heathrow to Sofia,Economy Class,2.0,1.0,1.0,1.0,0.0,0.0,1.0,no
A320,United Kingdom,Solo Leisure,London to Frankfurt,Economy Class,3.0,1.0,2.0,1.0,0.0,0.0,2.0,no
A321,United Kingdom,Couple Leisure,London Heathrow to Bologna,Economy Class,3.0,4.0,4.0,3.0,0.0,0.0,5.0,yes
Boeing 747,United Kingdom,Couple Leisure,London Heathrow to New York JFK,Economy Class,2.0,1.0,2.0,1.0,0.0,3.0,1.0,no
A321 / Boeing 777,United States,Couple Leisure,Barcelona to Boston via London,Business Class,2.0,5.0,3.0,4.0,1.0,0.0,1.0,no
A321,United Kingdom,Solo Leisure,London to Madrid,Economy Class,2.0,3.0,3.0,1.0,1.0,1.0,4.0,no
A319,United Kingdom,Business,London to Brussels ,Economy Class,2.0,2.0,2.0,0.0,0.0,0.0,2.0,no
Boeing 747 400,United Kingdom,Business,London Heathrow to Accra,Business Class,1.0,3.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 777-200,United Kingdom,Family Leisure,Gatwick to Bridgetown,Economy Class,4.0,4.0,4.0,4.0,0.0,4.0,4.0,yes
Boeing 777,United States,Business,Dubai to London,Business Class,4.0,2.0,1.0,2.0,0.0,1.0,2.0,no
A321,United Kingdom,Couple Leisure,London to Sofia,Economy Class,1.0,1.0,3.0,1.0,0.0,0.0,1.0,no
Boeing 777-200,United Kingdom,Family Leisure,Mauritius to Gatwick,Business Class,3.0,3.0,3.0,3.0,0.0,3.0,3.0,yes
Boeing 747,United Kingdom,Business,New York JFK to London Heathrow,Business Class,1.0,1.0,2.0,1.0,0.0,1.0,1.0,no
A320,United States,Business,Athens to London Heathrow,Economy Class,3.0,2.0,3.0,1.0,0.0,1.0,3.0,yes
Boeing 747-400,United States,Solo Leisure,London to Boston,Economy Class,4.0,5.0,4.0,5.0,0.0,4.0,5.0,yes
Boeing 777,United Kingdom,Business,Toronto to London Heathrow,Business Class,1.0,4.0,3.0,1.0,0.0,2.0,1.0,no
A320,United Kingdom,Couple Leisure,Newcastle to Geneva via London,Business Class,4.0,5.0,3.0,4.0,0.0,0.0,4.0,yes
A320,Iceland,Couple Leisure,London to Keflavik,Economy Class,4.0,5.0,5.0,5.0,0.0,0.0,4.0,yes
Boeing 777,United Kingdom,Solo Leisure,London to Tokyo,Economy Class,4.0,5.0,5.0,5.0,0.0,4.0,5.0,yes
Boeing 777,United Kingdom,Couple Leisure,Gatwick to Mauritius,Economy Class,1.0,3.0,3.0,1.0,0.0,4.0,3.0,no
Boeing 777 / A320,Spain,Couple Leisure,Boston to Barcelona via London,Premium Economy,1.0,1.0,2.0,0.0,0.0,2.0,2.0,no
Boeing 777-200,United Kingdom,Family Leisure,Gatwick to Mauritius ,Business Class,3.0,3.0,4.0,3.0,0.0,2.0,3.0,yes
